EDR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 522852447983677696,16.63595228402,62.34171502575,0.4941,0.1845,-3.182,0.15,-0.788,0.187,18.618042,0.003177,2.350662,0.03986782891458
Gaia EDR3 522852447983678464,16.62885445923,62.3469226642,0.1959,0.1825,-3.215,0.139,0.626,0.175,18.639446,0.00324,2.201336,0.028861800483118
Gaia EDR3 522852482343417344,16.60011518138,62.3469357492,0.2736,0.186,-2.451,0.154,-0.637,0.185,18.677378,0.003213,2.155493,0.04459809912471
Gaia EDR3 522852486647441664,16.61700874154,62.34658842401,0.3956,0.0829,-6.067,0.066,-0.726,0.081,17.359348,0.002879,2.179653,0.014862397232764
Gaia EDR3 522852516703155328,16.62152405075,62.34665857349,0.537,0.1857,-0.3,0.136,-0.611,0.171,18.602879,0.003281,2.085453,0.027053102394032
Gaia EDR3 522852963379714944,16.43546116835,62.24044511083,0.1514,0.0822,-1.963,0.069,-0.294,0.08,17.496077,0.0029,2.194612,0.018928018122374
Gaia EDR3 522852967683852544,16.44008102367,62.241552722,0.2098,0.0518,0.751,0.043,-0.011,0.053,16.563898,0.002828,3.413635,0.016748748105437
Gaia EDR3 522852967683854464,16.44476670442,62.24029740369,0.3515,0.0587,-0.73,0.049,-1.385,0.059,16.939442,0.002828,1.855792,0.010672367877905
Gaia EDR3 522852967687482240,16.42732790824,62.24368348247,0.044,0.2696,-0.938,0.226,0.784,0.272,18.839197,0.003762,2.354412,0.048932071896855
Gaia EDR3 522853002043586560,16.43946185506,62.24912123935,0.3358,0.0512,-1.982,0.042,-0.552,0.052,16.671494,0.002808,1.88932,0.009166228388089
Gaia EDR3 522853032099195520,16.40785041484,62.24742138314,0.5818,0.1494,-1.752,0.124,-0.839,0.151,18.516861,0.003193,2.400108,0.040072575891776
Gaia EDR3 522853032100654336,16.39162363194,62.24759721988,0.4257,0.1695,-1.017,0.14,-0.757,0.159,18.720636,0.003213,1.99439,0.029862734859474
Gaia EDR3 522853032100661504,16.38729140092,62.25318408387,-1.7043,0.7127,-1.72,0.588,-4.076,0.713,18.8282,0.008027,2.039736,0.044247503089903
Gaia EDR3 522853066458938368,16.42070651418,62.25848284322,0.4694,0.1901,-4.515,0.154,1.359,0.176,18.58638,0.003137,2.089687,0.044201441679855
